budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
0,0,Madly Madagascar,David Soren,Animation|Comedy|Family,DreamWorks Animation,2013,0.0,0.0
0,0,Bettie Page Reveals All,Mark Mori,Documentary,Single Spark Pictures|Music Box Films,2013,0.0,0.0
0,0,Family Weekend,Benjamin Epps,Comedy|Drama,"Bedford Falls Company, The|Footprint Features",2013,0.0,0.0
0,0,Return to Nim's Island,Brendan Maher,Family|Adventure,Universal Pictures Germany GmbH,2013,0.0,0.0
0,0,Crazy Kind of Love,Sarah Siegel-Magness,Comedy|Drama|Romance,Lighthouse Home Entertainment,2013,0.0,0.0
10,11,Hross Ã­ oss,Benedikt Erlingsson,Drama|Romance|Comedy,Filmhuset Gruppen|Leiknar Myndir,2013,9.36033352740424,10.2963668801446
0,0,Sexy Evil Genius,Shawn Piller,Comedy|Drama|Mystery,Launchpad Productions|Piller / Segan / Shepherd|Sobini Films,2013,0.0,0.0
0,0,Magic Magic,SebastiÃ¡n Silva,Thriller,Killer Films|Braven Films|Rip Cord Productions,2013,0.0,0.0
725000,0,Prince Avalanche,David Gordon Green,Comedy|Drama,Muskat Filmed Properties|Dogfish Pictures,2013,678624.180736808,0.0
0,0,Louder Than Words,Anthony Fabian,Drama,Identity Films,2013,0.0,0.0
0,0,Castello Cavalcanti,Wes Anderson,Comedy,The Directors Bureau|Hi! Production,2013,0.0,0.0
0,0,The Crash Reel,Lucy Walker,Documentary,Tree Tree Tree Productions,2013,0.0,0.0
15000000,21766271,Diana,Oliver Hirschbiegel,Drama|Romance,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films,2013,14040500.2911063,20373955.6207866
0,0,Test,Chris Mason Johnson,Romance|Drama|Music,Gloss Studio|Serious Productions,2013,0.0,0.0
0,35022,Touchy Feely,Lynn Shelton,Drama,Lynn Shelton,2013,0.0,32781.7600796751
0,0,The Marine 3: Homefront,Scott Wiper,Action,WWE Studios,2013,0.0,0.0
0,0,Forbidden Ground,Johan Earl|Adrian Powers,War|Action|Drama,24/7 Films|Armzfx|Scarlet Fire Films,2013,0.0,0.0
0,0,Dear Dumb Diary,Kristin Hanggi,Family,Walden Media|Zucker Productions|Triple D Productions,2013,0.0,0.0
4000000,0,Compulsion,Egidio Coccimiglio,Thriller|Drama,Entertainment One,2013,3744133.41096169,0.0
0,0,The Saratov Approach,Garrett Batty,Action|Drama,Three Coin Productions|Saratov Films,2013,0.0,0.0
0,0,Dark Touch,Marina de Van,Horror|Thriller,Eurimages|Ex Nihilo|Element Pictures|Bord Scannan na hEireann / Irish Film Board|Film i VÃ¤st,2013,0.0,0.0
0,0,David Blaine: Real or Magic,Matthew Akers,Documentary,Radical Media,2013,0.0,0.0
0,0,Alan Partridge: Alpha Papa,Declan Lowney,Comedy,BBC Films|StudioCanal|Baby Cow Productions|British Film Institute (BFI)|Baby Cow Films,2013,0.0,0.0
0,0,Grave Halloween,Steven R. Monroe,Horror,Syfy,2013,0.0,0.0
0,0,The Den,Zachary Donohue,Horror|Thriller,Onset Films|Cliffbrook Films,2013,0.0,0.0
7500000,1359910,Gimme Shelter,Ron Krauss,Drama,Day Twenty- Eight Films|Rishon Films,2013,7020250.14555318,1272921.11672523
0,0,The Challenger,James Hawes,Drama,BBC|Science Channel,2013,0.0,0.0
0,0,Drones,Rick Rosenthal,Thriller,Whitewater Films|Khaos Digital,2013,0.0,0.0
50000,0,Jack the Giant Killer,Mark Atkins,Action|Fantasy,The Asylum,2013,46801.6676370212,0.0
0,0,The Right Kind of Wrong,Jeremiah S. Chechik,Romance|Comedy,Serendipity Point Films|Nomadic Pictures,2013,0.0,0.0
0,0,Particle Fever,Mark Levinson,Documentary,Anthos Media|Particle Fever,2013,0.0,0.0
0,0,A Promise,Patrice Leconte,Drama|Romance,Wild Bunch|FidÃ©litÃ© Films|Scope Pictures|Orange CinÃ©ma SÃ©ries|Cofinova DÃ©veloppement 6,2013,0.0,0.0
0,0,The Blue Umbrella,Saschka Unseld,Animation|Romance,Pixar Animation Studios,2013,0.0,0.0
0,32846,A Field in England,Ben Wheatley,Drama|History|Thriller,Film4|Rook Films,2013,0.0,30744.9515041119
0,0,Free Ride,Shana Betz,Action|Drama|Thriller,Aberration Films,2013,0.0,0.0
0,0,Pete's Christmas,Nisha Ganatra,Fantasy|Family,Hallmark Entertainment,2013,0.0,0.0
0,0,Phil Spector,David Mamet,TV Movie|Drama,HBO Films,2013,0.0,0.0
0,0,Heatstroke,Evelyn Purcell,Thriller,Bold Films,2013,0.0,0.0
0,0,Frankenstein's Army,Richard Raaphorst,Action|Horror,Dark Sky Films|XYZ Films|Pellicola,2013,0.0,0.0
0,0,The Selfish Giant,Clio Barnard,Drama,British Film Institute (BFI)|Film4|Moonspun Films,2013,0.0,0.0
0,0,ëª½íƒ€ì£¼,Jung Geun-sub,Thriller|Mystery|Crime,Miin Pictures,2013,0.0,0.0
0,0,Proxy,Zack Parker,Drama|Horror|Thriller,FSC Productions|Along The Tracks,2013,0.0,0.0
0,0,All Hallows' Eve,Damien Leone,Horror,Ruthless Pictures,2013,0.0,0.0
1000000,0,AE: Apocalypse Earth,Thunder Levin,TV Movie|Science Fiction|Action,"Asylum, The",2013,936033.352740424,0.0
1800000,0,DrogÃ³wka,Wojciech Smarzowski,Drama|Crime,Canal+Polska|Agora Entertainment|Film It,2013,1684860.03493276,0.0
135000,0,Hansel & Gretel,Anthony C. Ferrante,Horror,The Asylum,2013,126364.502619957,0.0
0,0,No Half Measures: Creating the Final Season of Breaking Bad,Stuart Richardson,Documentary,Sony Pictures Home Entertainment,2013,0.0,0.0
0,0,Non-Stop,Richard Gabai,Drama|Mystery|Thriller,Check Entertainment,2013,0.0,0.0
0,0,Ninja: Shadow of a Tear,Isaac Florentine,Action|Crime|Thriller,Millennium Films|Swingin' Productions,2013,0.0,0.0
0,0,Hotel Inferno,Giulio De Santi,Crime|Horror|Action|Thriller,Necrostorm,2013,0.0,0.0
18000000,10501938,Getaway,Courtney Solomon,Action|Crime,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,2013,16848600.3493276,9830164.23641207
0,0,Blutgletscher,Marvin Kren,Horror,Allegro-Film|Filmfonds Wien|ORF Film/Fernseh-Abkommen,2013,0.0,0.0
0,0,The Monkey's Paw,Brett Simmons,Horror|Thriller,Jay-X Entertainment|TMP Films,2013,0.0,0.0
0,0,Still Life,Uberto Pasolini,Drama,Rai Cinema|Redwave Films|Embargo Films,2013,0.0,0.0
0,0,Three Night Stand,Pat Kiely,Comedy|Drama,Vroom Productions|Banner House Productions,2013,0.0,0.0
1052753,466088,On the Job,Erik Matti,Action|Crime,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,2013,985411.92019754,436273.913312079
8000000,0,Fright Night 2: New Blood,Eduardo RodrÃ­guez,Horror|Comedy,Gaeta / Rosenzweig Films,2013,7488266.82192339,0.0
0,0,Against the Wild,Richard Boddington,Adventure|Family,Against the Wild Films,2013,0.0,0.0
0,0,Wrong Cops,Quentin Dupieux,Comedy|Crime,CTB Film Company|Realitism Films|Rubber Films|Timwe,2013,0.0,0.0
10000000,0,One Direction: This Is Us,Morgan Spurlock,Documentary|Music,Columbia Pictures|Sony Pictures,2013,9360333.52740424,0.0
0,0,Social Nightmare,Mark Quod,Drama|Mystery,The Asylum,2013,0.0,0.0
0,4793,Gerontophilia,Bruce LaBruce,Romance|Comedy,New Real Films|1976 Productions,2013,0.0,4486.40785968485
996519,0,Chce siÄ™ Å¼yÄ‡,Maciej Pieprzyca,Drama,MFA Filmdistribution|Polski Instytut Sztuki Filmowej|Silesia Film (coprodukcja)|Agencja Filmowa Telewizji Polskiej (coprodukcja),2013,932775.020639535,0.0
0,0,The Food Guide to Love,Dominic Harari|Teresa Pelegri,Romance|Comedy,Haut et Court|Parallel Film Productions|Fox International Productions (FIP),2013,0.0,0.0
89,0,Beneath,Ben Ketai,Horror,Revolver Picture Company|Elevative Entertainment,2013,83.3069683938978,0.0
0,0,Chilling Visions: 5 Senses of Fear,Eric England|Nick Everhart|Emily Hagins|Jesse Holland|Miko Hughes|Andy Mitton,Horror,Chiller Films|Synthetic Cinema International,2013,0.0,0.0
0,0,Crystal Fairy & the Magical Cactus,SebastiÃ¡n Silva,Comedy|Adventure,FÃ¡bula|Diroriro,2013,0.0,0.0
3000000,0,Open Road,MÃ¡rcio Garcia,Action|Drama|Thriller,Society Entertainment|BB Film Productions|Marcio Garcia Producoes,2013,2808100.05822127,0.0
0,0,Age of Dinosaurs,Joseph J. Lawson,Action|Science Fiction,The Global Asylum,2013,0.0,0.0
0,0,A Haunting at Silver Falls,Brett Donowho,Horror|Thriller,Enderby Entertainment|Tony-Seven Films,2013,0.0,0.0
3000000,1675381,Nothing Left to Fear,Anthony Leonardi III,Horror,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,2013,2808100.05822127,1568212.4945476
0,0,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau,Thriller|Horror,Rapid Heart Pictures,2013,0.0,0.0
0,0,The Cheshire Murders,Kate Davis|David Heilbroner,Documentary,HBO Documentary Films,2013,0.0,0.0
0,0,Swindle,Jonathan Judge,Adventure|Comedy,Nickelodeon Productions,2013,0.0,0.0
5000000,0,Absolute Deception,Brian Trenchard-Smith,Action,Limelight International Media Entertainment|Voltage Pictures|ARO Entertainment|Odyssey Media,2013,4680166.76370212,0.0
0,0,Go Goa Gone,Krishna D.K.|Raj Nidimoru,Comedy|Horror,Eros International,2013,0.0,0.0
7000000,0,Spiders,Tibor TakÃ¡cs,Science Fiction|Thriller,Nu Image Entertainment,2013,6552233.46918297,0.0
0,0,Au bout du conte,AgnÃ¨s Jaoui,Comedy,Memento Films Distribution,2013,0.0,0.0
800000,0,The Stranger Within,Adam Neutzsky-Wulff,Thriller|Mystery,Duckling A/S|Drama Deluxe,2013,748826.682192339,0.0
5112027,0,Quai d'Orsay,Bertrand Tavernier,Comedy,Site 4 View Productions,2013,4785027.77210957,0.0
800000,0,The Wicked,Peter Winther,Fantasy|Horror|Thriller,A. C. I. Films,2013,748826.682192339,0.0
0,0,Comedy Central Roast of James Franco,Joel Gallen,Comedy,Comedy Central,2013,0.0,0.0
18,0,Prisoners of the Sun,Roger Christian,Mystery|Action|Adventure|Horror,ME Completion|Cinemakers,2013,16.8486003493276,0.0
0,0,Hellbenders,J.T. Petty,Horror|Comedy|Thriller,Off Hollywood Pictures|Ambush Entertainment|Circle of Confusion,2013,0.0,0.0
0,0,Dragonfyre,Kohl Glass,Action|Adventure|Fantasy,Arrowstorm Entertainment,2013,0.0,0.0
0,0,The Bell Witch Haunting,Glenn Miller,Horror,The Asylum,2013,0.0,0.0
0,0,Chariot,Brad Osborne,Thriller|Drama,Mad Dimension,2013,0.0,0.0
0,0,SAGA - Curse of the Shadow,John Lyde,Action|Fantasy|Adventure,Mainstay Productions|Arrowstorm Entertainment,2013,0.0,0.0
0,0,Get a Horse!,Lauren MacMullan,Animation|Family,Walt Disney Animation Studios,2013,0.0,0.0
15,0,Peeples,Tina Gordon Chism,Comedy,34th Street Films|Homegrown Pictures,2013,14.0405002911063,0.0
0,602042,We Steal Secrets: The Story of WikiLeaks,Alex Gibney,Documentary,Universal Pictures|Universal Pictures International (UPI)|Jigsaw|Global Produce,2013,0.0,563531.39175055
0,0,Lego Batman: The Movie - DC Super Heroes Unite,Jon Burton,Animation|Adventure|Family,DC Comics|LEGO|The Lego Group|Warner Premiere Digital|Traveller's Tales,2013,0.0,0.0
0,0,The Contractor,Sean Olson,Crime|Drama|Thriller,Hybrid,2013,0.0,0.0
0,0,Ego,Lisa James Larsson,Drama,Filmlance International AB,2013,0.0,0.0
0,0,As Cool as I Am,Max Mayer,Comedy|Drama,Identity Films|Wind Dancer Productions,2013,0.0,0.0
0,0,Sunshine on Leith,Dexter Fletcher,Music|Romance|Comedy|Drama,DNA Films,2013,0.0,0.0
0,0,Mischief Night,Richard Schenkman,Horror|Drama|Thriller,Lions Gate,2013,0.0,0.0
4500000,0,Hansel and Gretel Get Baked,Duane Journey,Horror|Comedy,Tribeca Productions,2013,4212150.08733191,0.0
8000000,0,The Makeover,John Gray,Comedy,Hallmark Hall of Fame Productions,2013,7488266.82192339,0.0
0,0,Birth of the Living Dead,Rob Kuhns,Documentary,Predestinate Productions,2013,0.0,0.0
11000000,0,Drift,Morgan O'Neill|Ben Nott,Drama,World Wide Productions,2013,10296366.8801446,0.0
0,0,The Haunting of Helena,Christian Bisceglia|Ascanio Malgarini,Horror|Thriller,Rai Cinema|One More Pictures,2013,0.0,0.0
2500000,0,At Middleton,Adam Rogers,Romance|Comedy,CineSon Entertainment|Look at the Moon Productions,2013,2340083.38185106,0.0
0,0,House of Versace,Sara Sugarman,TV Movie,Lifetime Television,2013,0.0,0.0
0,0,ìºì¹˜ë¯¸,HyeonJong Lee,Comedy|Romance,Lotte Entertainment,2013,0.0,0.0
0,0,Nailbiter,Patrick Rea,Horror,SenoReality Pictures|Ministry Machine Productions,2013,0.0,0.0
7720000,0,Legenda No. 17,Nikolay Lebedev,Drama,Three T Productions|Studio Trite|VGTRK|Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK),2013,7226177.48315607,0.0
0,0,Molly Maxwell,Sara St. Onge,Drama,Canadian Film Centre (CFC),2013,0.0,0.0
0,0,Home Sweet Home,David Morley,Horror|Thriller,Mad Dimension|CountessFilms|Gearshift Films,2013,0.0,0.0
0,0,Justin Bieber's Believe,Jon M. Chu,Documentary|Music,Open Road Films,2013,0.0,0.0
4000000,0,"Guten Tag, RamÃ³n",Jorge RamÃ­rez SuÃ¡rez,Drama,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3,2013,3744133.41096169,0.0
0,0,Snow Bride,Bert Kish,Family|TV Movie,Johnson Production Group|The Hallmark Channel,2013,0.0,0.0
0,0,I'll Follow You Down,Richie Mehta,Science Fiction|Drama|Mystery,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment,2013,0.0,0.0
0,0,Girl Rising,Richard Robbins,Documentary,The Documentary Group|CNN Films|Vulcan Productions|Intel Corporation,2013,0.0,0.0
0,0,Tim's Vermeer,Teller,Documentary,High Delft Pictures,2013,0.0,0.0
0,0,Mystery Road,Ivan Sen,Thriller|Crime|Mystery,Screen Australia|Mystery Road Films,2013,0.0,0.0
0,0,Deep Dark Canyon,Abe Levy|Silver Tree,Action|Drama|Thriller,Colorfast Pictures|Secret Identity Productions,2013,0.0,0.0
1000000,0,Antarctica: A Year on Ice,Anthony Powell,Drama|Adventure|Documentary,Antzworks,2013,936033.352740424,0.0
1000000,0,The Appearing,Daric Gates,Horror|Mystery|Thriller,KK Ranch Productions|Sean Robert Entertainment,2013,936033.352740424,0.0
0,0,The Jeffrey Dahmer Files,Chris James Thompson,Documentary,Good / Credit Productions,2013,0.0,0.0
0,0,Viaggio Sola,Maria Sole Tognazzi,Drama,Ministero per i Beni e le AttivitÃ  Culturali|Augustus Color|Bianca Film,2013,0.0,0.0
0,0,Les grandes ondes (Ã  l'ouest),Lionel Baier,Comedy,Rita Productions|Les Films PellÃ©as|Filmes do Tejo|Bande a Part Films,2013,0.0,0.0
232000,0,Neverlake,Riccardo Paoletti,Horror|Drama|Mystery,One More Pictures,2013,217159.737835778,0.0
0,0,Crystal Lake Memories: The Complete History of Friday the 13th,Daniel Farrands,Documentary,Hutson Ranch Media,2013,0.0,0.0
0,0,Interior. Leather Bar.,James Franco|Travis Mathews,Drama,RabbitBandini Productions,2013,0.0,0.0
1200000,2861020,Home Run,David Boyd,Drama,Samuel Goldwyn|Provident Films,2013,1123240.0232885,2678010.14285741
0,97,Jimi: All Is by My Side,John Ridley,Drama|Music,Darko Entertainment|Freeman Film|Subotica Entertainment,2013,0.0,90.7952352158212
0,0,Not Another Happy Ending,John McKay,Romance|Comedy|Drama,Synchronicity Films|British Film Company,2013,0.0,0.0
0,0,Djinn,Tobe Hooper,Horror,Imagenation Abu Dhabi FZ|FilmWorks,2013,0.0,0.0
0,0,History of the Eagles,Alison Ellwood,Documentary|Music,Jigsaw Productions,2013,0.0,0.0
0,0,Willow Creek,Bobcat Goldthwait,Adventure|Horror|Thriller|Mystery,Jerkschool Productions,2013,0.0,0.0
0,0,The Unbelievers,Gus Holwerda,Documentary,Black Chalk Productions,2013,0.0,0.0
0,0,Death Comes to Pemberley,Daniel Percival,Romance|Drama|Mystery,Screen Yorkshire|Origin Pictures|BBC Drama Productions|Far Moor,2013,0.0,0.0
0,0,Les rencontres d'aprÃ¨s minuit,Yann Gonzalez,Romance|Drama|Comedy,Angoa-Agicoa|Procirep|Centre National de la CinÃ©matographie (CNC)|RÃ©gion des Pays-de-la-Loire|Sedna Films,2013,0.0,0.0
0,0,My Amityville Horror,Eric Walter,Documentary|Horror,Lost Witness Pictures|Film Regions International,2013,0.0,0.0
0,0,Narco Cultura,Shaul Schwarz,Documentary,Parts and Labor|K5 International|Cinedigm|Ocean Size Pictures,2013,0.0,0.0
0,0,Grace Unplugged,Brad J. Silverman,Drama|Music,Coram Deo Studios|Birchwood Pictures,2013,0.0,0.0
0,0,uwantme2killhim?,Andrew Douglas,Drama|Thriller,"Weinstein Company, The|Bad Hat Harry Productions|Anonymous Content|Tribeca Film|Jumping Jack Films",2013,0.0,0.0
0,0,L'arbitro,Paolo Zucca,Comedy,Rai Cinema|BD Cine|classic,2013,0.0,0.0
0,0,Toy Story of Terror!,Angus MacLane,Animation|Comedy|Family,Pixar Animation Studios,2013,0.0,0.0
3000000,0,Ass Backwards,Chris Nelson,Adventure|Comedy,Worldview Entertainment,2013,2808100.05822127,0.0
0,0,Five Dances,Alan Brown,Drama|Romance,Perry Street Pictures,2013,0.0,0.0
0,0,Unhung Hero,Brian Spitz,Documentary|Comedy,greenskyFILMS,2013,0.0,0.0
0,0,Computer Chess,Andrew Bujalski,Comedy,Computer Chess,2013,0.0,0.0
0,0,×›×™×“×•×Ÿ,Emmanuel Naccache,Comedy,United King Films|Orange CinÃ©ma SÃ©ries|Sofica A Plus Images 3|Rabinovich Film Fund Cinema Project|CinÃ©mage,2013,0.0,0.0
58000000,44000000,The Internship,Shawn Levy,Comedy,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment,2013,54289934.4589446,41185467.5205786
0,0,Run,Simone Bartesaghi,Action|Drama,Spinning Owls Productions|224 Entertainment,2013,0.0,0.0
0,0,Gus,Jessie McCormack,Comedy|Drama,FilmColony|Unique New York Productions,2013,0.0,0.0
750,0,95ers: Time Runners,Thomas Gomez Durham,Thriller|Science Fiction,Koan Films|Space Ace Media,2013,702.025014555318,0.0
0,0,The Dirties,Matt Johnson,Drama,XYZ Films,2013,0.0,0.0
0,0,Sacro GRA,Gianfranco Rosi,Documentary,Rai Cinema|La Femme Endormie,2013,0.0,0.0
0,37884,Yip Man: The Final Fight,Herman Yau,Action|Drama,Emperor Motion Pictures,2013,0.0,35460.6875352182
1400000,0,100% Cachemire,ValÃ©rie Lemercier,Comedy,Rectangle Productions.|Scope Pictures,2013,1310446.69383659,0.0
650,0,Escape from Tomorrow,Randy Moore,Horror|Fantasy,Mankurt Media,2013,608.421679281276,0.0
0,0,TINY: A Story About Living Small,Merete Mueller|Christopher Smith,Documentary,Speak Thunder Films,2013,0.0,0.0
4500000,0,The Starving Games,Jason Friedberg|Aaron Seltzer,Comedy,Louisiana Production Consultants,2013,4212150.08733191,0.0
0,0,I Know That Voice,Lawrence Shapiro,Documentary,Dundee Entertainment|Record Farm Industries|Cinovative,2013,0.0,0.0
30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Fyodor Bondarchuk,War|Action,Art Pictures Studio,2013,28081000.5822127,63771501.1541291
0,0,A Viking Saga: The Darkest Day,Chris Crow,Adventure|Action|Thriller,Lions Gate Films,2013,0.0,0.0
0,0,Beyonce: Life Is But A Dream,Ed Burke|BeyoncÃ© Knowles,Documentary,HBO|Parkwood Entertainment,2013,0.0,0.0
0,0,A Very Merry Mix-Up,Jonathan Wright,TV Movie|Romance|Comedy|Drama,Chesler/Perlmutter Productions,2013,0.0,0.0
0,0,Dark Circles,Paul Soter,Horror,After Dark Films,2013,0.0,0.0
0,0,Master of the Universe,Marc Bauder,Documentary,Arte Deutschland TV GmbH|SWR,2013,0.0,0.0
348164,0,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Laurent Malaquais,Documentary,Big Focus Television,2013,325893.116223517,0.0
0,0,Embrace of the Vampire,Carl Bessai,Horror,Bloodline Pictures,2013,0.0,0.0
0,137460,Mistaken for Strangers,Tom Berninger,Documentary|Music,Final Frame|C5,2013,0.0,128667.144667698
0,0,Atlantic Rim,Jared Cohn,Action|Science Fiction,The Asylum|Tiki Terrors,2013,0.0,0.0
0,0,G.B.F.,Darren Stein,Comedy,School Pictures|Parting Shots Media|Logolite Entertainment,2013,0.0,0.0
19000000,381109762,Back to the Future,Robert Zemeckis,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,1985,38516154.993062,772572771.713735
1000000,51525171,The Breakfast Club,John Hughes,Comedy|Drama,Universal Pictures|Channel Productions|A&M Films,1985,2027166.05226642,104450077.488422
20000000,18432000,Ladyhawke,Richard Donner,Adventure|Fantasy,Twentieth Century Fox Film Corporation|Warner Bros.,1985,40543321.0453284,37364724.6753747
12305523,36230219,Mad Max Beyond Thunderdome,George Miller|George Ogilvie,Action|Adventure|Drama|Science Fiction,Kennedy Miller Productions,1985,24945338.4809836,73444670.0229779
30000000,152427960,A View to a Kill,John Glen,Adventure|Action|Thriller,Eon Productions,1985,60814981.5679926,308996785.928224
25000000,15502112,Legend,Ridley Scott,Action|Adventure|Fantasy|Romance,Universal Studios|Twentieth Century Fox Film Corporation|Embassy International Pictures|Legend Production Company,1985,50679151.3066605,31425355.1848319
19000000,61389680,The Goonies,Richard Donner,Adventure|Comedy|Family,Amblin Entertainment|Warner Bros.,1985,38516154.993062,124447075.255498
